Date,IT Dep.,CostElement,Country,Budget,Forecast
1/11/2020,Data Centers,Amortization,USA,176,176
1/12/2020,Data Centers,Amortization,USA,176,176
1/01/2020,Data Centers,Depreciation,United Kingdom,"56,357","18,650"
1/02/2020,Data Centers,Depreciation,United Kingdom,"56,357","19,275"
1/03/2020,Data Centers,Depreciation,United Kingdom,"56,357","19,508"
1/04/2020,Data Centers,Depreciation,United Kingdom,"56,357","18,889"
1/05/2020,Data Centers,Depreciation,United Kingdom,"56,357","19,656"
1/06/2020,Data Centers,Depreciation,United Kingdom,"56,357","19,369"
1/07/2020,Data Centers,Depreciation,United Kingdom,"56,357","47,467"
1/08/2020,Data Centers,Depreciation,United Kingdom,"56,357","47,467"
1/09/2020,Data Centers,Depreciation,United Kingdom,"56,357","47,467"
1/10/2020,Data Centers,Depreciation,United Kingdom,"56,357","47,467"
1/11/2020,Data Centers,Depreciation,United Kingdom,"56,357","47,467"
1/12/2020,Data Centers,Depreciation,United Kingdom,"56,357","47,467"
1/01/2020,Data Centers,Depreciation,USA,"242,626","241,925"
1/02/2020,Data Centers,Depreciation,USA,"242,626","262,539"
1/03/2020,Data Centers,Depreciation,USA,"242,626","252,234"
1/04/2020,Data Centers,Depreciation,USA,"246,753","252,473"
1/05/2020,Data Centers,Depreciation,USA,"251,323","253,906"
1/06/2020,Data Centers,Depreciation,USA,"246,434","249,317"
1/07/2020,Data Centers,Depreciation,USA,"246,554","249,751"
1/08/2020,Data Centers,Depreciation,USA,"242,607","245,803"
1/09/2020,Data Centers,Depreciation,USA,"237,436","249,795"
1/10/2020,Data Centers,Depreciation,USA,"236,004","248,183"
1/11/2020,Data Centers,Depreciation,USA,"236,003","248,183"
1/12/2020,Data Centers,Depreciation,USA,"238,752","250,932"
1/01/2020,Data Centers,Employee Performance,USA,247,32
1/02/2020,Data Centers,Employee Performance,USA,247,138
1/03/2020,Data Centers,Employee Performance,USA,247,165
1/04/2020,Data Centers,Employee Performance,USA,247,286
1/05/2020,Data Centers,Employee Performance,USA,247,316
1/06/2020,Data Centers,Employee Performance,USA,247,719
1/07/2020,Data Centers,Employee Performance,USA,247,281
1/08/2020,Data Centers,Employee Performance,USA,247,281
1/09/2020,Data Centers,Employee Performance,USA,247,281
1/10/2020,Data Centers,Employee Performance,USA,247,281
1/11/2020,Data Centers,Employee Performance,USA,247,281
1/12/2020,Data Centers,Employee Performance,USA,247,281
1/01/2020,Data Centers,External Labor,Germany,"3,230","-2,816"
1/02/2020,Data Centers,External Labor,Germany,"3,230","3,161"
1/03/2020,Data Centers,External Labor,Germany,"3,230","6,159"
1/04/2020,Data Centers,External Labor,Germany,"3,230","3,065"
1/05/2020,Data Centers,External Labor,Germany,"3,230","3,601"
1/06/2020,Data Centers,External Labor,Germany,"3,230","3,283"
1/07/2020,Data Centers,External Labor,Germany,"3,230","4,280"
1/08/2020,Data Centers,External Labor,Germany,"3,230","4,280"
1/09/2020,Data Centers,External Labor,Germany,"3,230","4,280"
1/10/2020,Data Centers,External Labor,Germany,"3,230","4,280"
1/11/2020,Data Centers,External Labor,Germany,"3,230","4,280"
1/12/2020,Data Centers,External Labor,Germany,"3,230","4,280"
1/01/2020,Data Centers,External Labor,Ireland,"84,848","100,204"
1/02/2020,Data Centers,External Labor,Ireland,"84,848","102,105"
1/03/2020,Data Centers,External Labor,Ireland,"84,848","95,112"
1/04/2020,Data Centers,External Labor,Ireland,"84,848","-301,024"
1/07/2020,Data Centers,External Labor,Ireland,"84,848",159
1/08/2020,Data Centers,External Labor,Ireland,"84,848",159
1/09/2020,Data Centers,External Labor,Ireland,"84,848",159
1/10/2020,Data Centers,External Labor,Ireland,"84,848",159
1/11/2020,Data Centers,External Labor,Ireland,"84,848",159
1/12/2020,Data Centers,External Labor,Ireland,"84,848",159
1/01/2020,Data Centers,External Labor,United Kingdom,"8,334","3,683"
1/02/2020,Data Centers,External Labor,United Kingdom,"8,334","3,934"
1/03/2020,Data Centers,External Labor,United Kingdom,"3,585","192,647"
1/04/2020,Data Centers,External Labor,United Kingdom,"3,585","89,045"
1/05/2020,Data Centers,External Labor,United Kingdom,"3,585","89,374"
1/06/2020,Data Centers,External Labor,United Kingdom,"3,585","91,746"
1/07/2020,Data Centers,External Labor,United Kingdom,"3,585","148,407"
1/08/2020,Data Centers,External Labor,United Kingdom,"3,585","148,407"
1/09/2020,Data Centers,External Labor,United Kingdom,"3,585","148,407"
1/10/2020,Data Centers,External Labor,United Kingdom,"3,585","148,407"
1/11/2020,Data Centers,External Labor,United Kingdom,"3,585","148,407"
1/12/2020,Data Centers,External Labor,United Kingdom,"3,585","148,407"
1/01/2020,Data Centers,External Labor,USA,"298,211","308,406"
1/02/2020,Data Centers,External Labor,USA,"298,211","235,382"
1/03/2020,Data Centers,External Labor,USA,"322,211","255,867"
1/04/2020,Data Centers,External Labor,USA,"297,382","325,680"
1/05/2020,Data Centers,External Labor,USA,"297,382","332,345"
1/06/2020,Data Centers,External Labor,USA,"301,942","409,986"
1/07/2020,Data Centers,External Labor,USA,"301,822","338,666"
1/08/2020,Data Centers,External Labor,USA,"301,822","341,370"
1/09/2020,Data Centers,External Labor,USA,"299,663","338,682"
1/10/2020,Data Centers,External Labor,USA,"299,492","336,091"
1/11/2020,Data Centers,External Labor,USA,"299,492","336,091"
1/12/2020,Data Centers,External Labor,USA,"299,492","336,091"
1/02/2020,Data Centers,Hardware,United Kingdom,"42,331",338
1/05/2020,Data Centers,Hardware,United Kingdom,"42,331","177,625"
1/06/2020,Data Centers,Hardware,United Kingdom,"42,331",786
1/07/2020,Data Centers,Hardware,United Kingdom,"42,331","43,386"
1/08/2020,Data Centers,Hardware,United Kingdom,"42,331","43,386"
1/09/2020,Data Centers,Hardware,United Kingdom,"42,331","43,386"
1/10/2020,Data Centers,Hardware,United Kingdom,"42,331","43,386"
1/11/2020,Data Centers,Hardware,United Kingdom,"42,331","43,386"
1/12/2020,Data Centers,Hardware,United Kingdom,"42,331","43,386"
1/01/2020,Data Centers,Hardware,USA,"84,293","40,611"
1/02/2020,Data Centers,Hardware,USA,"84,293","13,078"
1/03/2020,Data Centers,Hardware,USA,"113,093","-2,177"
1/04/2020,Data Centers,Hardware,USA,"105,593","47,302"
1/05/2020,Data Centers,Hardware,USA,"207,293","17,375"
1/06/2020,Data Centers,Hardware,USA,"107,093","-108,844"
1/07/2020,Data Centers,Hardware,USA,"107,693","101,922"
1/08/2020,Data Centers,Hardware,USA,"93,293","233,298"
1/09/2020,Data Centers,Hardware,USA,"84,593","91,913"
1/10/2020,Data Centers,Hardware,USA,"4,500","84,417"
1/11/2020,Data Centers,Hardware,USA,"13,200","24,826"
1/12/2020,Data Centers,Hardware,USA,"4,500","18,441"
1/07/2020,Data Centers,Hardware Maintenance,Germany,"1,015","1,345"
1/08/2020,Data Centers,Hardware Maintenance,Germany,"1,015","1,345"
1/09/2020,Data Centers,Hardware Maintenance,Germany,"1,015","1,345"
1/10/2020,Data Centers,Hardware Maintenance,Germany,"1,015","1,345"
1/11/2020,Data Centers,Hardware Maintenance,Germany,"1,015","1,345"
1/12/2020,Data Centers,Hardware Maintenance,Germany,"1,015","1,345"
1/01/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026","-11,869"
1/02/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026","28,791"
1/03/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026","-176,080"
1/04/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026","13,548"
1/05/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026","-8,181"
1/06/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026","-34,519"
1/07/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026","30,774"
1/08/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026","30,774"
1/09/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026","30,774"
1/10/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026","30,774"
1/11/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026","30,774"
1/12/2020,Data Centers,Hardware Maintenance,United Kingdom,"30,026","30,774"
1/01/2020,Data Centers,Hardware Maintenance,USA,"166,137","132,866"
1/02/2020,Data Centers,Hardware Maintenance,USA,"192,381","66,069"
1/03/2020,Data Centers,Hardware Maintenance,USA,"96,569","84,477"
1/04/2020,Data Centers,Hardware Maintenance,USA,"146,637","194,761"
1/05/2020,Data Centers,Hardware Maintenance,USA,"190,472","88,891"
1/06/2020,Data Centers,Hardware Maintenance,USA,"94,993","70,315"
1/07/2020,Data Centers,Hardware Maintenance,USA,"174,950","235,648"
1/08/2020,Data Centers,Hardware Maintenance,USA,"214,105","97,149"
1/09/2020,Data Centers,Hardware Maintenance,USA,"112,328","97,449"
1/10/2020,Data Centers,Hardware Maintenance,USA,"170,270","229,552"
1/11/2020,Data Centers,Hardware Maintenance,USA,"214,105","99,449"
1/12/2020,Data Centers,Hardware Maintenance,USA,"107,749","101,311"
1/01/2020,Data Centers,Internal Labor,Austria,"3,606","3,497"
1/02/2020,Data Centers,Internal Labor,Austria,"3,606","3,660"
1/03/2020,Data Centers,Internal Labor,Austria,"3,606","3,990"
1/04/2020,Data Centers,Internal Labor,Austria,"3,606","3,858"
1/05/2020,Data Centers,Internal Labor,Austria,"3,606","4,047"
1/06/2020,Data Centers,Internal Labor,Austria,"3,606","3,855"
1/07/2020,Data Centers,Internal Labor,Austria,"3,606","4,626"
1/08/2020,Data Centers,Internal Labor,Austria,"3,606","4,626"
1/09/2020,Data Centers,Internal Labor,Austria,"3,606","4,626"
1/10/2020,Data Centers,Internal Labor,Austria,"3,606","4,626"
1/11/2020,Data Centers,Internal Labor,Austria,"3,606","4,626"
1/12/2020,Data Centers,Internal Labor,Austria,"3,606","4,626"
1/01/2020,Data Centers,Internal Labor,Germany,"11,772","12,312"
1/02/2020,Data Centers,Internal Labor,Germany,"11,772","5,113"
1/03/2020,Data Centers,Internal Labor,Germany,"11,772","12,199"
1/04/2020,Data Centers,Internal Labor,Germany,"11,772","11,203"
1/05/2020,Data Centers,Internal Labor,Germany,"11,772","11,709"
1/06/2020,Data Centers,Internal Labor,Germany,"11,772","11,363"
1/07/2020,Data Centers,Internal Labor,Germany,"11,772","13,382"
1/08/2020,Data Centers,Internal Labor,Germany,"11,772","13,382"
1/09/2020,Data Centers,Internal Labor,Germany,"11,772","13,382"
1/10/2020,Data Centers,Internal Labor,Germany,"11,772","13,382"
1/11/2020,Data Centers,Internal Labor,Germany,"11,772","13,382"
1/12/2020,Data Centers,Internal Labor,Germany,"11,772","13,382"
1/01/2020,Data Centers,Internal Labor,Netherlands,"4,023","3,242"
1/02/2020,Data Centers,Internal Labor,Netherlands,"4,023","3,555"
1/03/2020,Data Centers,Internal Labor,Netherlands,"4,023","3,586"
1/04/2020,Data Centers,Internal Labor,Netherlands,"4,023","3,667"
1/05/2020,Data Centers,Internal Labor,Netherlands,"4,023","3,851"
1/06/2020,Data Centers,Internal Labor,Netherlands,"4,023","3,715"
1/07/2020,Data Centers,Internal Labor,Netherlands,"4,023","4,023"
1/08/2020,Data Centers,Internal Labor,Netherlands,"4,023","4,023"
1/09/2020,Data Centers,Internal Labor,Netherlands,"4,023","4,023"
1/10/2020,Data Centers,Internal Labor,Netherlands,"4,023","4,023"
1/11/2020,Data Centers,Internal Labor,Netherlands,"4,023","4,023"
1/12/2020,Data Centers,Internal Labor,Netherlands,"4,023","4,023"
1/01/2020,Data Centers,Internal Labor,Spain,"5,325","3,031"
1/02/2020,Data Centers,Internal Labor,Spain,"5,325","3,126"
1/03/2020,Data Centers,Internal Labor,Spain,"5,325","3,260"
1/04/2020,Data Centers,Internal Labor,Spain,"5,325","3,341"
1/05/2020,Data Centers,Internal Labor,Spain,"5,325","3,509"
1/06/2020,Data Centers,Internal Labor,Spain,"5,325","3,385"
1/07/2020,Data Centers,Internal Labor,Spain,"5,325","4,010"
1/08/2020,Data Centers,Internal Labor,Spain,"5,325","4,010"
1/09/2020,Data Centers,Internal Labor,Spain,"5,325","4,010"
1/10/2020,Data Centers,Internal Labor,Spain,"5,325","4,010"
1/11/2020,Data Centers,Internal Labor,Spain,"5,325","4,010"
1/12/2020,Data Centers,Internal Labor,Spain,"5,325","4,010"
1/01/2020,Data Centers,Internal Labor,United Kingdom,"36,583","9,797"
1/02/2020,Data Centers,Internal Labor,United Kingdom,"36,583","10,127"
1/03/2020,Data Centers,Internal Labor,United Kingdom,"36,583","10,614"
1/04/2020,Data Centers,Internal Labor,United Kingdom,"36,583","10,425"
1/05/2020,Data Centers,Internal Labor,United Kingdom,"36,583","10,905"
1/06/2020,Data Centers,Internal Labor,United Kingdom,"36,583","10,711"
1/07/2020,Data Centers,Internal Labor,United Kingdom,"36,583","12,463"
1/08/2020,Data Centers,Internal Labor,United Kingdom,"36,583","12,463"
1/09/2020,Data Centers,Internal Labor,United Kingdom,"35,833","12,463"
1/10/2020,Data Centers,Internal Labor,United Kingdom,"35,833","12,463"
1/11/2020,Data Centers,Internal Labor,United Kingdom,"35,833","12,463"
1/12/2020,Data Centers,Internal Labor,United Kingdom,"35,833","12,463"
1/01/2020,Data Centers,Internal Labor,USA,"131,531","138,204"
1/02/2020,Data Centers,Internal Labor,USA,"132,679","131,641"
1/03/2020,Data Centers,Internal Labor,USA,"144,204","143,347"
1/04/2020,Data Centers,Internal Labor,USA,"135,191","133,302"
1/05/2020,Data Centers,Internal Labor,USA,"135,191","127,910"
1/06/2020,Data Centers,Internal Labor,USA,"135,191","119,088"
1/07/2020,Data Centers,Internal Labor,USA,"136,233","130,266"
1/08/2020,Data Centers,Internal Labor,USA,"136,227","130,259"
1/09/2020,Data Centers,Internal Labor,USA,"136,024","130,057"
1/10/2020,Data Centers,Internal Labor,USA,"139,219","133,251"
1/11/2020,Data Centers,Internal Labor,USA,"138,559","132,591"
1/12/2020,Data Centers,Internal Labor,USA,"137,815","131,847"
1/01/2020,Data Centers,Other,Germany,589,19
1/03/2020,Data Centers,Other,Germany,589,42
1/07/2020,Data Centers,Other,Germany,589,780
1/08/2020,Data Centers,Other,Germany,589,780
1/09/2020,Data Centers,Other,Germany,589,780
1/10/2020,Data Centers,Other,Germany,589,780
1/11/2020,Data Centers,Other,Germany,589,780
1/12/2020,Data Centers,Other,Germany,589,780
1/01/2020,Data Centers,Other,United Kingdom,"2,700",226
1/02/2020,Data Centers,Other,United Kingdom,"2,700","-3,041"
1/03/2020,Data Centers,Other,United Kingdom,"2,700",448
1/04/2020,Data Centers,Other,United Kingdom,"2,700",136
1/05/2020,Data Centers,Other,United Kingdom,"2,700",351
1/06/2020,Data Centers,Other,United Kingdom,"2,700",-16
1/07/2020,Data Centers,Other,United Kingdom,"2,700","37,015"
1/08/2020,Data Centers,Other,United Kingdom,"2,700","37,015"
1/09/2020,Data Centers,Other,United Kingdom,"2,700","37,015"
1/10/2020,Data Centers,Other,United Kingdom,"2,700","37,015"
1/11/2020,Data Centers,Other,United Kingdom,"2,700","37,015"
1/12/2020,Data Centers,Other,United Kingdom,"2,700","37,015"
1/02/2020,Data Centers,Other,USA,"1,500","1,069"
1/04/2020,Data Centers,Other,USA,"1,500",31
1/07/2020,Data Centers,Other,USA,"1,500","55,570"
1/08/2020,Data Centers,Other,USA,"1,500","55,570"
1/07/2020,Data Centers,Recognition,USA,64,109
1/08/2020,Data Centers,Recognition,USA,64,109
1/09/2020,Data Centers,Recognition,USA,64,109
1/10/2020,Data Centers,Recognition,USA,64,109
1/11/2020,Data Centers,Recognition,USA,64,109
1/12/2020,Data Centers,Recognition,USA,64,109
1/01/2020,Data Centers,Software,USA,"25,674","28,343"
1/02/2020,Data Centers,Software,USA,"25,674","38,230"
1/03/2020,Data Centers,Software,USA,"25,674","11,956"
1/04/2020,Data Centers,Software,USA,"25,674","25,847"
1/05/2020,Data Centers,Software,USA,"24,222","24,389"
1/06/2020,Data Centers,Software,USA,"13,886","34,472"
1/07/2020,Data Centers,Software,USA,"12,744","12,744"
1/08/2020,Data Centers,Software,USA,"12,744","12,744"
1/09/2020,Data Centers,Software,USA,"12,744","12,744"
1/10/2020,Data Centers,Software,USA,"11,644","11,644"
1/11/2020,Data Centers,Software,USA,"11,644","11,644"
1/12/2020,Data Centers,Software,USA,"11,644","11,644"
1/01/2020,Data Centers,Software Maintenance,United Kingdom,"11,743","4,249"
1/02/2020,Data Centers,Software Maintenance,United Kingdom,"11,743","14,980"
1/05/2020,Data Centers,Software Maintenance,United Kingdom,"11,743","-5,002"
1/06/2020,Data Centers,Software Maintenance,United Kingdom,"11,743","4,294"
1/07/2020,Data Centers,Software Maintenance,United Kingdom,"11,743","12,036"
1/08/2020,Data Centers,Software Maintenance,United Kingdom,"11,743","12,036"
1/09/2020,Data Centers,Software Maintenance,United Kingdom,"11,743","12,036"
1/10/2020,Data Centers,Software Maintenance,United Kingdom,"11,743","12,036"
1/11/2020,Data Centers,Software Maintenance,United Kingdom,"11,743","12,036"
1/12/2020,Data Centers,Software Maintenance,United Kingdom,"11,743","12,036"
1/01/2020,Data Centers,Software Maintenance,USA,"112,690","149,664"
1/02/2020,Data Centers,Software Maintenance,USA,"110,775","117,971"
1/03/2020,Data Centers,Software Maintenance,USA,"139,760","229,863"
1/04/2020,Data Centers,Software Maintenance,USA,"115,740","73,798"
1/05/2020,Data Centers,Software Maintenance,USA,"111,598","-2,877"
1/06/2020,Data Centers,Software Maintenance,USA,"140,456","94,578"
1/07/2020,Data Centers,Software Maintenance,USA,"127,583","76,710"
1/08/2020,Data Centers,Software Maintenance,USA,"136,297","103,674"
1/09/2020,Data Centers,Software Maintenance,USA,"133,281","86,338"
1/10/2020,Data Centers,Software Maintenance,USA,"113,122","77,353"
1/11/2020,Data Centers,Software Maintenance,USA,"119,410","82,356"
1/12/2020,Data Centers,Software Maintenance,USA,"122,484","88,015"
1/07/2020,Data Centers,Supplies,Austria,49,72
1/08/2020,Data Centers,Supplies,Austria,49,72
1/09/2020,Data Centers,Supplies,Austria,49,72
1/10/2020,Data Centers,Supplies,Austria,49,72
1/11/2020,Data Centers,Supplies,Austria,49,72
1/12/2020,Data Centers,Supplies,Austria,49,72
1/07/2020,Data Centers,Supplies,Germany,49,78
1/08/2020,Data Centers,Supplies,Germany,49,78
1/09/2020,Data Centers,Supplies,Germany,49,78
1/10/2020,Data Centers,Supplies,Germany,49,78
1/11/2020,Data Centers,Supplies,Germany,49,78
1/12/2020,Data Centers,Supplies,Germany,49,78
1/03/2020,Data Centers,Supplies,Spain,24,8
1/07/2020,Data Centers,Supplies,Spain,24,30
1/08/2020,Data Centers,Supplies,Spain,24,30
1/09/2020,Data Centers,Supplies,Spain,24,30
1/10/2020,Data Centers,Supplies,Spain,24,30
1/11/2020,Data Centers,Supplies,Spain,24,30
1/12/2020,Data Centers,Supplies,Spain,24,30
1/07/2020,Data Centers,Supplies,United Kingdom,248,254
1/08/2020,Data Centers,Supplies,United Kingdom,248,254
1/09/2020,Data Centers,Supplies,United Kingdom,248,254
1/10/2020,Data Centers,Supplies,United Kingdom,248,254
1/11/2020,Data Centers,Supplies,United Kingdom,248,254
1/12/2020,Data Centers,Supplies,United Kingdom,248,254
1/01/2020,Data Centers,Supplies,USA,750,119
1/02/2020,Data Centers,Supplies,USA,750,68
1/03/2020,Data Centers,Supplies,USA,750,250
1/04/2020,Data Centers,Supplies,USA,750,426
1/06/2020,Data Centers,Supplies,USA,750,125
1/07/2020,Data Centers,Supplies,USA,750,750
1/08/2020,Data Centers,Supplies,USA,750,750
1/09/2020,Data Centers,Supplies,USA,750,750
1/10/2020,Data Centers,Supplies,USA,750,750
1/11/2020,Data Centers,Supplies,USA,750,750
1/12/2020,Data Centers,Supplies,USA,750,750
1/01/2020,Data Centers,Taxes,USA,"11,550","19,219"
1/02/2020,Data Centers,Taxes,USA,"11,550","15,456"
1/03/2020,Data Centers,Taxes,USA,"11,550","17,338"
1/04/2020,Data Centers,Taxes,USA,"11,550","17,338"
1/05/2020,Data Centers,Taxes,USA,"11,550","17,338"
1/06/2020,Data Centers,Taxes,USA,"11,550","17,338"
1/07/2020,Data Centers,Taxes,USA,"11,550","17,338"
1/08/2020,Data Centers,Taxes,USA,"11,550","17,338"
1/09/2020,Data Centers,Taxes,USA,"11,550","17,338"
1/10/2020,Data Centers,Taxes,USA,"11,550","17,338"
1/11/2020,Data Centers,Taxes,USA,"11,550","17,338"
1/12/2020,Data Centers,Taxes,USA,"11,550","17,338"
1/01/2020,Data Centers,Telecomm,Austria,84,-9
1/02/2020,Data Centers,Telecomm,Austria,84,13
1/03/2020,Data Centers,Telecomm,Austria,84,11
1/04/2020,Data Centers,Telecomm,Austria,84,11
1/05/2020,Data Centers,Telecomm,Austria,84,12
1/06/2020,Data Centers,Telecomm,Austria,84,12
1/07/2020,Data Centers,Telecomm,Austria,84,123
1/08/2020,Data Centers,Telecomm,Austria,84,123
1/09/2020,Data Centers,Telecomm,Austria,84,123
1/10/2020,Data Centers,Telecomm,Austria,84,123
1/11/2020,Data Centers,Telecomm,Austria,84,123
1/12/2020,Data Centers,Telecomm,Austria,84,123
1/07/2020,Data Centers,Telecomm,Germany,84,135
1/08/2020,Data Centers,Telecomm,Germany,84,135
1/09/2020,Data Centers,Telecomm,Germany,84,135
1/10/2020,Data Centers,Telecomm,Germany,84,135
1/11/2020,Data Centers,Telecomm,Germany,84,135
1/12/2020,Data Centers,Telecomm,Germany,84,135
1/01/2020,Data Centers,Telecomm,Spain,49,39
1/07/2020,Data Centers,Telecomm,Spain,49,59
1/08/2020,Data Centers,Telecomm,Spain,49,59
1/09/2020,Data Centers,Telecomm,Spain,49,59
1/10/2020,Data Centers,Telecomm,Spain,49,59
1/11/2020,Data Centers,Telecomm,Spain,49,59
1/12/2020,Data Centers,Telecomm,Spain,49,59
1/01/2020,Data Centers,Telecomm,United Kingdom,140,5
1/02/2020,Data Centers,Telecomm,United Kingdom,140,521
1/04/2020,Data Centers,Telecomm,United Kingdom,140,50
1/06/2020,Data Centers,Telecomm,United Kingdom,140,145
1/07/2020,Data Centers,Telecomm,United Kingdom,140,127
1/08/2020,Data Centers,Telecomm,United Kingdom,140,127
1/09/2020,Data Centers,Telecomm,United Kingdom,140,127
1/10/2020,Data Centers,Telecomm,United Kingdom,140,127
1/11/2020,Data Centers,Telecomm,United Kingdom,140,127
1/12/2020,Data Centers,Telecomm,United Kingdom,140,127
1/02/2020,Data Centers,Telecomm,USA,"5,250","7,147"
1/03/2020,Data Centers,Telecomm,USA,"5,250","1,218"
1/04/2020,Data Centers,Telecomm,USA,"5,250","2,039"
1/06/2020,Data Centers,Telecomm,USA,"5,250","3,780"
1/07/2020,Data Centers,Telecomm,USA,"5,250","4,020"
1/08/2020,Data Centers,Telecomm,USA,"5,250","4,020"
1/09/2020,Data Centers,Telecomm,USA,"5,250","4,020"
1/10/2020,Data Centers,Telecomm,USA,"5,250","4,020"
1/11/2020,Data Centers,Telecomm,USA,"5,250","4,020"
1/12/2020,Data Centers,Telecomm,USA,"5,250","4,020"
1/03/2020,Data Centers,Training,Austria,170,33
1/07/2020,Data Centers,Training,Austria,170,250
1/08/2020,Data Centers,Training,Austria,170,250
1/09/2020,Data Centers,Training,Austria,170,250
1/10/2020,Data Centers,Training,Austria,170,250
1/11/2020,Data Centers,Training,Austria,170,250
1/12/2020,Data Centers,Training,Austria,170,250
1/07/2020,Data Centers,Training,Germany,170,273
1/08/2020,Data Centers,Training,Germany,170,273
1/09/2020,Data Centers,Training,Germany,170,273
1/10/2020,Data Centers,Training,Germany,170,273
1/11/2020,Data Centers,Training,Germany,170,273
1/12/2020,Data Centers,Training,Germany,170,273
1/07/2020,Data Centers,Training,Spain,24,30
1/08/2020,Data Centers,Training,Spain,24,30
1/09/2020,Data Centers,Training,Spain,24,30
1/10/2020,Data Centers,Training,Spain,24,30
1/11/2020,Data Centers,Training,Spain,24,30
1/12/2020,Data Centers,Training,Spain,24,30
1/01/2020,Data Centers,Training,United Kingdom,413,"1,723"
1/02/2020,Data Centers,Training,United Kingdom,413,580
1/03/2020,Data Centers,Training,United Kingdom,413,574
1/06/2020,Data Centers,Training,United Kingdom,413,464
1/07/2020,Data Centers,Training,United Kingdom,413,423
1/08/2020,Data Centers,Training,United Kingdom,413,423
1/09/2020,Data Centers,Training,United Kingdom,413,423
1/10/2020,Data Centers,Training,United Kingdom,413,423
1/11/2020,Data Centers,Training,United Kingdom,413,423
1/12/2020,Data Centers,Training,United Kingdom,413,423
1/01/2020,Data Centers,Training,USA,900,"3,980"
1/02/2020,Data Centers,Training,USA,"3,600","2,718"
1/03/2020,Data Centers,Training,USA,600,"2,807"
1/04/2020,Data Centers,Training,USA,900,"1,437"
1/05/2020,Data Centers,Training,USA,"3,600","4,043"
1/06/2020,Data Centers,Training,USA,600,"1,615"
1/07/2020,Data Centers,Training,USA,900,"1,057"
1/08/2020,Data Centers,Training,USA,"3,600","2,653"
1/09/2020,Data Centers,Training,USA,600,473
1/10/2020,Data Centers,Training,USA,900,"1,057"
1/11/2020,Data Centers,Training,USA,"3,600","2,653"
1/12/2020,Data Centers,Training,USA,600,473
1/07/2020,Data Centers,Travel,Austria,72,106
1/08/2020,Data Centers,Travel,Austria,72,106
1/09/2020,Data Centers,Travel,Austria,72,106
1/10/2020,Data Centers,Travel,Austria,72,106
1/11/2020,Data Centers,Travel,Austria,72,106
1/12/2020,Data Centers,Travel,Austria,72,106
1/03/2020,Data Centers,Travel,Germany,408,99
1/04/2020,Data Centers,Travel,Germany,408,379
1/06/2020,Data Centers,Travel,Germany,408,50
1/07/2020,Data Centers,Travel,Germany,408,655
1/08/2020,Data Centers,Travel,Germany,408,655
1/09/2020,Data Centers,Travel,Germany,408,655
1/10/2020,Data Centers,Travel,Germany,408,655
1/11/2020,Data Centers,Travel,Germany,408,655
1/12/2020,Data Centers,Travel,Germany,408,655
1/02/2020,Data Centers,Travel,Spain,193,206
1/03/2020,Data Centers,Travel,Spain,193,277
1/05/2020,Data Centers,Travel,Spain,193,317
1/06/2020,Data Centers,Travel,Spain,193,210
1/07/2020,Data Centers,Travel,Spain,193,234
1/08/2020,Data Centers,Travel,Spain,193,234
1/09/2020,Data Centers,Travel,Spain,193,234
1/10/2020,Data Centers,Travel,Spain,193,234
1/11/2020,Data Centers,Travel,Spain,193,234
1/12/2020,Data Centers,Travel,Spain,193,234
1/01/2020,Data Centers,Travel,United Kingdom,"1,553","2,409"
1/02/2020,Data Centers,Travel,United Kingdom,"1,553","2,030"
1/03/2020,Data Centers,Travel,United Kingdom,"1,553",784
1/04/2020,Data Centers,Travel,United Kingdom,"1,553",649
1/05/2020,Data Centers,Travel,United Kingdom,"1,553","2,155"
1/06/2020,Data Centers,Travel,United Kingdom,"1,553","1,398"
1/07/2020,Data Centers,Travel,United Kingdom,"1,553","1,591"
1/08/2020,Data Centers,Travel,United Kingdom,"1,553","1,591"
1/09/2020,Data Centers,Travel,United Kingdom,"1,553","1,591"
1/10/2020,Data Centers,Travel,United Kingdom,"1,553","1,591"
1/11/2020,Data Centers,Travel,United Kingdom,"1,553","1,591"
1/12/2020,Data Centers,Travel,United Kingdom,"1,553","1,591"
1/01/2020,Data Centers,Travel,USA,"2,145","1,102"
1/02/2020,Data Centers,Travel,USA,"4,245",124
1/03/2020,Data Centers,Travel,USA,"2,145",626
1/04/2020,Data Centers,Travel,USA,"2,145",200
1/05/2020,Data Centers,Travel,USA,"3,645","1,530"
1/06/2020,Data Centers,Travel,USA,"2,745","5,390"
1/07/2020,Data Centers,Travel,USA,"2,145","3,421"
1/08/2020,Data Centers,Travel,USA,"3,645","5,859"
1/09/2020,Data Centers,Travel,USA,"2,745","4,021"
1/10/2020,Data Centers,Travel,USA,"2,745","4,021"
