Date,IT Dep.,CostElement,Country,Budget,Forecast
1/08/2020,R&D,Software,USA,"29,000","25,500"
1/09/2020,R&D,Software,USA,"29,000","77,260"
1/10/2020,R&D,Software,USA,"29,000","67,000"
1/11/2020,R&D,Software,USA,"29,000","52,000"
1/12/2020,R&D,Software,USA,"29,002","47,500"
1/01/2020,R&D,Supplies,United Kingdom,49,103
1/03/2020,R&D,Supplies,United Kingdom,49,13
1/01/2020,R&D,Supplies,USA,935,"3,000"
1/02/2020,R&D,Supplies,USA,935,6
1/04/2020,R&D,Supplies,USA,935,20
1/05/2020,R&D,Supplies,USA,935,345
1/06/2020,R&D,Supplies,USA,935,77
1/07/2020,R&D,Supplies,USA,935,935
1/08/2020,R&D,Supplies,USA,935,935
1/09/2020,R&D,Supplies,USA,935,935
1/10/2020,R&D,Supplies,USA,935,935
1/11/2020,R&D,Supplies,USA,935,935
1/12/2020,R&D,Supplies,USA,935,935
1/02/2020,R&D,Telecomm,United Kingdom,122,39
1/03/2020,R&D,Telecomm,United Kingdom,122,3
1/04/2020,R&D,Telecomm,United Kingdom,122,3
1/06/2020,R&D,Telecomm,United Kingdom,122,1
1/07/2020,R&D,Training,Spain,227,227
1/08/2020,R&D,Training,Spain,227,227
1/09/2020,R&D,Training,Spain,227,227
1/10/2020,R&D,Training,Spain,227,227
1/11/2020,R&D,Training,Spain,227,227
1/12/2020,R&D,Training,Spain,227,227
1/01/2020,R&D,Training,United Kingdom,940,943
1/02/2020,R&D,Training,United Kingdom,940,987
1/03/2020,R&D,Training,United Kingdom,940,245
1/06/2020,R&D,Training,United Kingdom,940,-959
1/07/2020,R&D,Training,United Kingdom,940,"1,037"
1/08/2020,R&D,Training,United Kingdom,940,"1,037"
1/09/2020,R&D,Training,United Kingdom,940,"1,037"
1/10/2020,R&D,Training,United Kingdom,940,"1,069"
1/11/2020,R&D,Training,United Kingdom,940,"1,069"
1/12/2020,R&D,Training,United Kingdom,940,"1,069"
1/01/2020,R&D,Training,USA,"2,259","1,047"
1/02/2020,R&D,Training,USA,"2,259","1,982"
1/03/2020,R&D,Training,USA,"2,259","1,385"
1/04/2020,R&D,Training,USA,"2,259","2,757"
1/05/2020,R&D,Training,USA,"2,259","1,835"
1/06/2020,R&D,Training,USA,"2,259",421
1/07/2020,R&D,Training,USA,"2,259","2,259"
1/08/2020,R&D,Training,USA,"2,259","2,259"
1/09/2020,R&D,Training,USA,"2,259","2,259"
1/10/2020,R&D,Training,USA,"2,259","2,259"
1/11/2020,R&D,Training,USA,"2,259","2,259"
1/12/2020,R&D,Training,USA,"2,259","2,259"
1/01/2020,R&D,Travel,Spain,608,282
1/04/2020,R&D,Travel,Spain,608,13
1/05/2020,R&D,Travel,Spain,608,"2,552"
1/06/2020,R&D,Travel,Spain,608,"1,025"
1/07/2020,R&D,Travel,Spain,608,608
1/08/2020,R&D,Travel,Spain,608,608
1/09/2020,R&D,Travel,Spain,608,608
1/10/2020,R&D,Travel,Spain,608,608
1/11/2020,R&D,Travel,Spain,608,608
1/12/2020,R&D,Travel,Spain,608,608
1/01/2020,R&D,Travel,United Kingdom,"2,187",754
1/02/2020,R&D,Travel,United Kingdom,"2,187","6,277"
1/03/2020,R&D,Travel,United Kingdom,"2,187","4,984"
1/04/2020,R&D,Travel,United Kingdom,"2,187","1,379"
1/05/2020,R&D,Travel,United Kingdom,"2,187","5,204"
1/06/2020,R&D,Travel,United Kingdom,"2,187",408
1/07/2020,R&D,Travel,United Kingdom,"2,187","3,159"
1/08/2020,R&D,Travel,United Kingdom,"2,187","3,159"
1/09/2020,R&D,Travel,United Kingdom,"2,187","3,159"
1/10/2020,R&D,Travel,United Kingdom,"2,187","3,159"
1/11/2020,R&D,Travel,United Kingdom,"2,187","3,159"
1/12/2020,R&D,Travel,United Kingdom,"2,187","3,159"
1/07/2020,R1,Amortization,Germany,"1,995","3,420"
1/08/2020,R1,Amortization,Germany,"1,995","3,420"
1/09/2020,R1,Amortization,Germany,"1,995","3,420"
1/10/2020,R1,Amortization,Germany,"1,995","3,420"
1/11/2020,R1,Amortization,Germany,"1,995","3,420"
1/12/2020,R1,Amortization,Germany,"1,995","3,420"
1/07/2020,R1,Amortization,Italy,"8,836","15,148"
1/08/2020,R1,Amortization,Italy,"8,836","15,148"
1/09/2020,R1,Amortization,Italy,"8,836","15,148"
1/10/2020,R1,Amortization,Italy,"8,836","15,148"
1/11/2020,R1,Amortization,Italy,"8,836","15,148"
1/12/2020,R1,Amortization,Italy,"8,836","15,148"
1/07/2020,R1,Amortization,Spain,890,"1,525"
1/08/2020,R1,Amortization,Spain,890,"1,525"
1/09/2020,R1,Amortization,Spain,890,"1,525"
1/10/2020,R1,Amortization,Spain,890,"1,525"
1/11/2020,R1,Amortization,Spain,890,"1,525"
1/12/2020,R1,Amortization,Spain,890,"1,525"
1/01/2020,R1,Depreciation,Austria,14,8
1/02/2020,R1,Depreciation,Austria,14,9
1/03/2020,R1,Depreciation,Austria,14,9
1/04/2020,R1,Depreciation,Austria,14,9
1/05/2020,R1,Depreciation,Austria,14,9
1/06/2020,R1,Depreciation,Austria,14,9
1/07/2020,R1,Depreciation,Austria,14,25
1/08/2020,R1,Depreciation,Austria,14,25
1/09/2020,R1,Depreciation,Austria,14,25
1/10/2020,R1,Depreciation,Austria,14,25
1/11/2020,R1,Depreciation,Austria,14,25
1/12/2020,R1,Depreciation,Austria,14,25
1/01/2020,R1,Depreciation,Belgium,17,3
1/02/2020,R1,Depreciation,Belgium,17,4
1/03/2020,R1,Depreciation,Belgium,17,3
1/04/2020,R1,Depreciation,Belgium,17,4
1/05/2020,R1,Depreciation,Belgium,17,4
1/06/2020,R1,Depreciation,Belgium,17,4
1/07/2020,R1,Depreciation,Belgium,17,29
1/08/2020,R1,Depreciation,Belgium,17,29
1/09/2020,R1,Depreciation,Belgium,17,29
1/10/2020,R1,Depreciation,Belgium,17,29
1/11/2020,R1,Depreciation,Belgium,17,29
1/12/2020,R1,Depreciation,Belgium,17,29
1/07/2020,R1,Depreciation,Germany,"5,643","9,665"
1/08/2020,R1,Depreciation,Germany,"5,643","9,665"
1/09/2020,R1,Depreciation,Germany,"5,643","9,665"
1/10/2020,R1,Depreciation,Germany,"5,643","9,665"
1/11/2020,R1,Depreciation,Germany,"5,643","9,665"
1/12/2020,R1,Depreciation,Germany,"5,643","9,665"
1/07/2020,R1,Depreciation,Italy,"17,595","30,163"
1/08/2020,R1,Depreciation,Italy,"17,595","30,163"
1/09/2020,R1,Depreciation,Italy,"17,595","30,163"
1/10/2020,R1,Depreciation,Italy,"17,595","30,163"
1/11/2020,R1,Depreciation,Italy,"17,595","30,163"
1/12/2020,R1,Depreciation,Italy,"17,595","30,163"
1/07/2020,R1,Depreciation,Spain,866,"1,484"
1/08/2020,R1,Depreciation,Spain,866,"1,484"
1/09/2020,R1,Depreciation,Spain,866,"1,484"
1/10/2020,R1,Depreciation,Spain,866,"1,484"
1/11/2020,R1,Depreciation,Spain,866,"1,484"
1/12/2020,R1,Depreciation,Spain,866,"1,484"
1/07/2020,R1,Depreciation,United Kingdom,465,797
1/08/2020,R1,Depreciation,United Kingdom,465,797
1/09/2020,R1,Depreciation,United Kingdom,465,797
1/10/2020,R1,Depreciation,United Kingdom,465,797
1/11/2020,R1,Depreciation,United Kingdom,465,797
1/12/2020,R1,Depreciation,United Kingdom,465,797
1/01/2020,R1,External Labor,Belgium,"113,087","13,896"
1/02/2020,R1,External Labor,Belgium,"113,087","77,148"
1/03/2020,R1,External Labor,Belgium,"113,087","59,160"
1/04/2020,R1,External Labor,Belgium,"113,087","162,220"
1/05/2020,R1,External Labor,Belgium,"113,087","42,304"
1/06/2020,R1,External Labor,Belgium,"113,087","177,956"
1/07/2020,R1,External Labor,Belgium,"113,087","153,019"
1/08/2020,R1,External Labor,Belgium,"113,087","153,019"
1/09/2020,R1,External Labor,Belgium,"113,087","153,019"
1/10/2020,R1,External Labor,Belgium,"113,087","153,019"
1/11/2020,R1,External Labor,Belgium,"113,087","153,019"
1/12/2020,R1,External Labor,Belgium,"113,087","153,019"
1/02/2020,R1,External Labor,Canada,"9,938",192
1/07/2020,R1,External Labor,Canada,"11,284","11,284"
1/08/2020,R1,External Labor,Canada,"11,300","11,300"
1/09/2020,R1,External Labor,Canada,"11,300","11,300"
1/10/2020,R1,External Labor,Canada,"11,300","11,300"
1/11/2020,R1,External Labor,Canada,"11,300","11,300"
1/12/2020,R1,External Labor,Canada,"11,305","11,305"
1/07/2020,R1,External Labor,Italy,"9,373","9,373"
1/08/2020,R1,External Labor,Italy,"9,373","9,373"
1/09/2020,R1,External Labor,Italy,"9,373","9,373"
1/10/2020,R1,External Labor,Italy,"9,373","9,373"
1/11/2020,R1,External Labor,Italy,"9,373","9,373"
1/12/2020,R1,External Labor,Italy,"9,373","9,373"
1/01/2020,R1,External Labor,Spain,"2,035",66
1/07/2020,R1,External Labor,Spain,"2,035","2,035"
1/08/2020,R1,External Labor,Spain,"2,035","2,035"
1/09/2020,R1,External Labor,Spain,"2,035","2,035"
1/10/2020,R1,External Labor,Spain,"2,035","2,035"
1/11/2020,R1,External Labor,Spain,"2,035","2,035"
1/12/2020,R1,External Labor,Spain,"2,035","2,035"
1/01/2020,R1,Hardware,Canada,116,74
1/02/2020,R1,Hardware,Canada,116,74
1/03/2020,R1,Hardware,Canada,116,76
1/04/2020,R1,Hardware,Canada,116,76
1/05/2020,R1,Hardware,Canada,116,78
1/06/2020,R1,Hardware,Canada,116,76
1/07/2020,R1,Hardware,Canada,116,116
1/08/2020,R1,Hardware,Canada,116,116
1/09/2020,R1,Hardware,Canada,116,116
1/10/2020,R1,Hardware,Canada,116,116
1/11/2020,R1,Hardware,Canada,116,116
1/12/2020,R1,Hardware,Canada,116,116
1/01/2020,R1,Hardware Maintenance,Canada,"5,732","56,966"
1/07/2020,R1,Hardware Maintenance,Canada,"5,732","5,732"
1/08/2020,R1,Hardware Maintenance,Canada,"5,732","5,732"
1/09/2020,R1,Hardware Maintenance,Canada,"5,732","5,732"
1/10/2020,R1,Hardware Maintenance,Canada,"5,732","5,732"
1/11/2020,R1,Hardware Maintenance,Canada,"5,732","5,732"
1/12/2020,R1,Hardware Maintenance,Canada,"5,732","5,732"
1/01/2020,R1,Internal Labor,Austria,"3,592","3,287"
1/02/2020,R1,Internal Labor,Austria,"3,592","6,974"
1/03/2020,R1,Internal Labor,Austria,"3,592",-91
1/04/2020,R1,Internal Labor,Austria,"3,592","7,221"
1/05/2020,R1,Internal Labor,Austria,"3,592","3,724"
1/06/2020,R1,Internal Labor,Austria,"3,592","23,017"
1/07/2020,R1,Internal Labor,Austria,"3,592","3,592"
1/08/2020,R1,Internal Labor,Austria,"3,592","3,592"
1/09/2020,R1,Internal Labor,Austria,"3,592","3,592"
1/10/2020,R1,Internal Labor,Austria,"3,592","3,592"
1/11/2020,R1,Internal Labor,Austria,"3,592","3,592"
1/12/2020,R1,Internal Labor,Austria,"3,592","3,592"
1/01/2020,R1,Internal Labor,Belgium,"10,775","18,762"
1/02/2020,R1,Internal Labor,Belgium,"10,775","19,676"
1/03/2020,R1,Internal Labor,Belgium,"10,775","16,885"
1/04/2020,R1,Internal Labor,Belgium,"10,775","18,536"
1/05/2020,R1,Internal Labor,Belgium,"10,775","19,591"
1/06/2020,R1,Internal Labor,Belgium,"10,775","22,585"
1/07/2020,R1,Internal Labor,Belgium,"10,775","10,775"
1/08/2020,R1,Internal Labor,Belgium,"10,775","10,775"
1/09/2020,R1,Internal Labor,Belgium,"10,775","10,775"
1/10/2020,R1,Internal Labor,Belgium,"10,775","10,775"
1/11/2020,R1,Internal Labor,Belgium,"10,775","10,775"
1/12/2020,R1,Internal Labor,Belgium,"10,775","10,775"
1/01/2020,R1,Internal Labor,Canada,"10,940","11,416"
1/02/2020,R1,Internal Labor,Canada,"11,700","13,416"
1/03/2020,R1,Internal Labor,Canada,"10,808","12,317"
1/04/2020,R1,Internal Labor,Canada,"10,728","11,670"
1/05/2020,R1,Internal Labor,Canada,"10,581","11,305"
1/06/2020,R1,Internal Labor,Canada,"10,429","11,191"
1/07/2020,R1,Internal Labor,Canada,"10,353","10,353"
1/08/2020,R1,Internal Labor,Canada,"10,338","10,338"
1/09/2020,R1,Internal Labor,Canada,"10,338","10,338"
1/10/2020,R1,Internal Labor,Canada,"10,338","10,338"
1/11/2020,R1,Internal Labor,Canada,"10,338","10,338"
1/12/2020,R1,Internal Labor,Canada,"10,338","10,338"
1/01/2020,R1,Internal Labor,Germany,"3,592","3,404"
1/02/2020,R1,Internal Labor,Germany,"3,592","-7,665"
1/03/2020,R1,Internal Labor,Germany,"3,592","1,035"
1/04/2020,R1,Internal Labor,Germany,"3,592",711
1/05/2020,R1,Internal Labor,Germany,"3,592",747
1/06/2020,R1,Internal Labor,Germany,"3,592",672
1/07/2020,R1,Internal Labor,Germany,"3,592","3,592"
1/08/2020,R1,Internal Labor,Germany,"3,592","3,592"
1/09/2020,R1,Internal Labor,Germany,"3,592","3,592"
1/10/2020,R1,Internal Labor,Germany,"3,592","3,592"
1/11/2020,R1,Internal Labor,Germany,"3,592","3,592"
1/12/2020,R1,Internal Labor,Germany,"3,592","3,592"
1/01/2020,R1,Internal Labor,Italy,"3,592","3,799"
1/02/2020,R1,Internal Labor,Italy,"3,592","4,798"
1/03/2020,R1,Internal Labor,Italy,"3,592","1,895"
1/04/2020,R1,Internal Labor,Italy,"3,592","3,704"
1/05/2020,R1,Internal Labor,Italy,"3,592",41
1/07/2020,R1,Internal Labor,Italy,"3,592","3,592"
1/08/2020,R1,Internal Labor,Italy,"3,592","3,592"
1/09/2020,R1,Internal Labor,Italy,"3,592","3,592"
1/10/2020,R1,Internal Labor,Italy,"3,592","3,592"
1/11/2020,R1,Internal Labor,Italy,"3,592","3,592"
1/12/2020,R1,Internal Labor,Italy,"3,592","3,592"
1/01/2020,R1,Internal Labor,Spain,"7,183","5,171"
1/02/2020,R1,Internal Labor,Spain,"7,183","5,083"
1/03/2020,R1,Internal Labor,Spain,"7,183","2,378"
1/04/2020,R1,Internal Labor,Spain,"7,183","2,437"
1/05/2020,R1,Internal Labor,Spain,"7,183","2,560"
1/06/2020,R1,Internal Labor,Spain,"7,183","2,469"
1/07/2020,R1,Internal Labor,Spain,"7,183","7,183"
1/08/2020,R1,Internal Labor,Spain,"7,183","7,183"
1/09/2020,R1,Internal Labor,Spain,"7,183","7,183"
1/10/2020,R1,Internal Labor,Spain,"7,183","7,183"
1/11/2020,R1,Internal Labor,Spain,"7,183","7,183"
1/12/2020,R1,Internal Labor,Spain,"7,183","7,183"
1/02/2020,R1,Other,Belgium,311,159
1/03/2020,R1,Other,Belgium,311,89
1/04/2020,R1,Other,Belgium,311,197
1/05/2020,R1,Other,Belgium,311,62
1/06/2020,R1,Other,Belgium,311,115
1/07/2020,R1,Other,Belgium,311,"-4,629"
1/08/2020,R1,Other,Belgium,311,"-4,629"
1/09/2020,R1,Other,Belgium,311,"-4,629"
1/10/2020,R1,Other,Belgium,311,"-4,629"
1/11/2020,R1,Other,Belgium,311,"-4,629"
1/12/2020,R1,Other,Belgium,311,"-4,629"
1/01/2020,R1,Other,Canada,188,5
1/03/2020,R1,Other,Canada,188,12
1/05/2020,R1,Other,Canada,188,14
1/07/2020,R1,Other,Canada,188,"5,506"
1/08/2020,R1,Other,Canada,188,"5,506"
1/09/2020,R1,Other,Canada,188,"5,506"
1/10/2020,R1,Other,Canada,188,"5,506"
1/11/2020,R1,Other,Canada,188,"5,506"
1/12/2020,R1,Other,Canada,188,"5,506"
1/07/2020,R1,Recognition,Canada,33,33
1/08/2020,R1,Recognition,Canada,33,33
1/09/2020,R1,Recognition,Canada,33,33
1/10/2020,R1,Recognition,Canada,33,33
1/11/2020,R1,Recognition,Canada,33,33
1/12/2020,R1,Recognition,Canada,33,33
1/02/2020,R1,Software Maintenance,Italy,"6,205",197
1/07/2020,R1,Software Maintenance,Italy,"6,205","6,205"
1/08/2020,R1,Software Maintenance,Italy,"6,205","6,205"
1/09/2020,R1,Software Maintenance,Italy,"6,205","6,205"
1/10/2020,R1,Software Maintenance,Italy,"6,205","6,205"
1/11/2020,R1,Software Maintenance,Italy,"6,205","6,205"
1/12/2020,R1,Software Maintenance,Italy,"6,205","6,205"
1/02/2020,R1,Supplies,Canada,47,214
1/04/2020,R1,Supplies,Canada,47,15
1/07/2020,R1,Supplies,Canada,47,47
1/08/2020,R1,Supplies,Canada,47,47
1/09/2020,R1,Supplies,Canada,47,47
1/10/2020,R1,Supplies,Canada,47,47
1/11/2020,R1,Supplies,Canada,47,47
1/12/2020,R1,Supplies,Canada,47,47
1/01/2020,R1,Telecomm,Austria,48,24
1/02/2020,R1,Telecomm,Austria,48,36
1/03/2020,R1,Telecomm,Austria,48,16
1/04/2020,R1,Telecomm,Austria,48,25
1/05/2020,R1,Telecomm,Austria,48,19
1/06/2020,R1,Telecomm,Austria,48,22
1/07/2020,R1,Telecomm,Austria,48,48
1/08/2020,R1,Telecomm,Austria,48,48
1/09/2020,R1,Telecomm,Austria,48,48
1/10/2020,R1,Telecomm,Austria,48,48
1/11/2020,R1,Telecomm,Austria,48,48
1/12/2020,R1,Telecomm,Austria,48,48
1/01/2020,R1,Telecomm,Belgium,144,115
1/02/2020,R1,Telecomm,Belgium,144,119
1/03/2020,R1,Telecomm,Belgium,144,119
1/04/2020,R1,Telecomm,Belgium,144,122
1/05/2020,R1,Telecomm,Belgium,144,128
1/06/2020,R1,Telecomm,Belgium,144,124
1/07/2020,R1,Telecomm,Belgium,144,144
1/08/2020,R1,Telecomm,Belgium,144,144
1/09/2020,R1,Telecomm,Belgium,144,144
1/10/2020,R1,Telecomm,Belgium,144,144
1/11/2020,R1,Telecomm,Belgium,144,144
1/12/2020,R1,Telecomm,Belgium,144,144
1/01/2020,R1,Telecomm,Canada,175,93
1/02/2020,R1,Telecomm,Canada,175,246
1/03/2020,R1,Telecomm,Canada,175,398
1/04/2020,R1,Telecomm,Canada,175,110
1/05/2020,R1,Telecomm,Canada,175,"1,040"
1/06/2020,R1,Telecomm,Canada,175,24
1/07/2020,R1,Telecomm,Canada,175,175
1/08/2020,R1,Telecomm,Canada,175,175
1/09/2020,R1,Telecomm,Canada,175,175
1/10/2020,R1,Telecomm,Canada,175,175
1/11/2020,R1,Telecomm,Canada,175,175
1/12/2020,R1,Telecomm,Canada,175,175
1/07/2020,R1,Telecomm,Germany,48,48
1/08/2020,R1,Telecomm,Germany,48,48
1/09/2020,R1,Telecomm,Germany,48,48
1/10/2020,R1,Telecomm,Germany,48,48
1/11/2020,R1,Telecomm,Germany,48,48
1/12/2020,R1,Telecomm,Germany,48,48
1/01/2020,R1,Telecomm,Italy,48,12
1/02/2020,R1,Telecomm,Italy,48,8
1/03/2020,R1,Telecomm,Italy,48,412
1/04/2020,R1,Telecomm,Italy,48,67
1/05/2020,R1,Telecomm,Italy,48,216
1/06/2020,R1,Telecomm,Italy,48,-6
1/07/2020,R1,Telecomm,Italy,48,48
1/08/2020,R1,Telecomm,Italy,48,48
1/09/2020,R1,Telecomm,Italy,48,48
1/10/2020,R1,Telecomm,Italy,48,48
1/11/2020,R1,Telecomm,Italy,48,48
1/12/2020,R1,Telecomm,Italy,48,48
1/07/2020,R1,Telecomm,Spain,96,96
1/08/2020,R1,Telecomm,Spain,96,96
1/09/2020,R1,Telecomm,Spain,96,96
1/10/2020,R1,Telecomm,Spain,96,96
1/11/2020,R1,Telecomm,Spain,96,96
1/12/2020,R1,Telecomm,Spain,96,96
1/07/2020,R1,Training,Austria,36,36
1/08/2020,R1,Training,Austria,36,36
1/09/2020,R1,Training,Austria,36,36
1/10/2020,R1,Training,Austria,36,36
1/11/2020,R1,Training,Austria,36,36
1/12/2020,R1,Training,Austria,36,36
1/07/2020,R1,Training,Belgium,108,108
1/08/2020,R1,Training,Belgium,108,108
1/09/2020,R1,Training,Belgium,108,108
1/10/2020,R1,Training,Belgium,108,108
1/11/2020,R1,Training,Belgium,108,108
1/12/2020,R1,Training,Belgium,108,108
1/07/2020,R1,Training,Canada,140,140
1/08/2020,R1,Training,Canada,140,140
1/09/2020,R1,Training,Canada,140,140
1/10/2020,R1,Training,Canada,140,140
1/11/2020,R1,Training,Canada,140,140
1/12/2020,R1,Training,Canada,140,140
1/07/2020,R1,Training,Germany,36,36
1/08/2020,R1,Training,Germany,36,36
1/09/2020,R1,Training,Germany,36,36
1/10/2020,R1,Training,Germany,36,36
1/11/2020,R1,Training,Germany,36,36
1/12/2020,R1,Training,Germany,36,36
1/07/2020,R1,Training,Italy,36,36
1/08/2020,R1,Training,Italy,36,36
1/09/2020,R1,Training,Italy,36,36
1/10/2020,R1,Training,Italy,36,36
1/11/2020,R1,Training,Italy,36,36
1/12/2020,R1,Training,Italy,36,36
1/07/2020,R1,Training,Spain,72,72
1/08/2020,R1,Training,Spain,72,72
1/09/2020,R1,Training,Spain,72,72
1/10/2020,R1,Training,Spain,72,72
1/11/2020,R1,Training,Spain,72,72
1/12/2020,R1,Training,Spain,72,72
1/02/2020,R1,Travel,Austria,239,19
1/03/2020,R1,Travel,Austria,239,59
1/04/2020,R1,Travel,Austria,239,241
1/07/2020,R1,Travel,Austria,239,239
1/08/2020,R1,Travel,Austria,239,239
1/09/2020,R1,Travel,Austria,239,239
1/10/2020,R1,Travel,Austria,239,239
1/11/2020,R1,Travel,Austria,239,239
1/12/2020,R1,Travel,Austria,239,239
1/01/2020,R1,Travel,Belgium,718,459
1/02/2020,R1,Travel,Belgium,718,501
1/03/2020,R1,Travel,Belgium,718,181
1/04/2020,R1,Travel,Belgium,718,"1,116"
1/05/2020,R1,Travel,Belgium,718,36
1/06/2020,R1,Travel,Belgium,718,"1,704"
1/07/2020,R1,Travel,Belgium,718,718
1/08/2020,R1,Travel,Belgium,718,718
1/09/2020,R1,Travel,Belgium,718,718
1/10/2020,R1,Travel,Belgium,718,718
1/11/2020,R1,Travel,Belgium,718,718
1/12/2020,R1,Travel,Belgium,718,718
1/01/2020,R1,Travel,Canada,934,606
1/02/2020,R1,Travel,Canada,934,125
1/03/2020,R1,Travel,Canada,934,"3,867"
1/04/2020,R1,Travel,Canada,934,"4,749"
1/05/2020,R1,Travel,Canada,934,"1,999"
1/07/2020,R1,Travel,Canada,934,934
1/08/2020,R1,Travel,Canada,934,934
1/09/2020,R1,Travel,Canada,934,934
1/10/2020,R1,Travel,Canada,934,934
1/11/2020,R1,Travel,Canada,934,934
1/12/2020,R1,Travel,Canada,936,936
1/03/2020,R1,Travel,Germany,239,315
1/04/2020,R1,Travel,Germany,239,300
1/05/2020,R1,Travel,Germany,239,289
1/06/2020,R1,Travel,Germany,239,352
1/07/2020,R1,Travel,Germany,239,239
1/08/2020,R1,Travel,Germany,239,239
1/09/2020,R1,Travel,Germany,239,239
1/10/2020,R1,Travel,Germany,239,239
1/11/2020,R1,Travel,Germany,239,239
1/12/2020,R1,Travel,Germany,239,239
1/03/2020,R1,Travel,Italy,239,360
1/04/2020,R1,Travel,Italy,239,163
1/07/2020,R1,Travel,Italy,239,239
1/08/2020,R1,Travel,Italy,239,239
1/09/2020,R1,Travel,Italy,239,239
1/10/2020,R1,Travel,Italy,239,239
1/11/2020,R1,Travel,Italy,239,239
1/12/2020,R1,Travel,Italy,239,239
1/03/2020,R1,Travel,Spain,479,93
1/04/2020,R1,Travel,Spain,479,505
1/05/2020,R1,Travel,Spain,479,126
1/06/2020,R1,Travel,Spain,479,11
1/07/2020,R1,Travel,Spain,479,479
1/08/2020,R1,Travel,Spain,479,479
1/09/2020,R1,Travel,Spain,479,479
1/10/2020,R1,Travel,Spain,479,479
1/11/2020,R1,Travel,Spain,479,479
1/12/2020,R1,Travel,Spain,479,479
1/01/2020,R2,Amortization,USA,"1,854,205","1,901,984"
1/02/2020,R2,Amortization,USA,"1,854,205","1,901,995"
1/03/2020,R2,Amortization,USA,"1,854,205","1,911,940"
1/04/2020,R2,Amortization,USA,"1,854,205","1,927,035"
1/05/2020,R2,Amortization,USA,"1,854,205","1,921,968"
1/06/2020,R2,Amortization,USA,"1,854,205","1,913,289"
1/07/2020,R2,Amortization,USA,"1,857,205","1,929,800"
1/08/2020,R2,Amortization,USA,"1,857,205","2,002,506"
1/09/2020,R2,Amortization,USA,"1,857,205","2,037,506"
1/10/2020,R2,Amortization,USA,"1,857,205","2,037,506"
1/11/2020,R2,Amortization,USA,"1,857,505","2,055,721"
1/12/2020,R2,Amortization,USA,"1,854,505","2,055,721"
1/01/2020,R2,CAPEX,USA,"-18,750","3,830"
1/02/2020,R2,CAPEX,USA,"-3,750","-64,703"
1/03/2020,R2,CAPEX,USA,"-427,220","-578,433"
1/04/2020,R2,CAPEX,USA,"-11,250","-167,620"
1/05/2020,R2,CAPEX,USA,"-11,250","23,513"
1/06/2020,R2,CAPEX,USA,"-424,546","-762,322"
1/07/2020,R2,CAPEX,USA,"-11,250","-118,963"
1/08/2020,R2,CAPEX,USA,"-11,250","-128,950"
1/09/2020,R2,CAPEX,USA,"-403,193","-126,694"
1/10/2020,R2,CAPEX,USA,"-3,750","-114,723"
1/11/2020,R2,CAPEX,USA,"-3,750","-98,013"
1/12/2020,R2,CAPEX,USA,"-291,852","-97,338"
1/01/2020,R2,Depreciation,Brazil,"7,577","9,804"
1/02/2020,R2,Depreciation,Brazil,"7,577","10,477"
1/03/2020,R2,Depreciation,Brazil,"7,577","10,579"
1/04/2020,R2,Depreciation,Brazil,"7,577","10,492"
1/05/2020,R2,Depreciation,Brazil,"7,577","10,728"
1/06/2020,R2,Depreciation,Brazil,"7,577","6,824"
1/07/2020,R2,Depreciation,Brazil,"7,577","5,337"
1/08/2020,R2,Depreciation,Brazil,"7,577","5,337"
1/09/2020,R2,Depreciation,Brazil,"7,577","5,337"
1/10/2020,R2,Depreciation,Brazil,"7,577","5,337"
1/11/2020,R2,Depreciation,Brazil,"7,577","5,337"
1/12/2020,R2,Depreciation,Brazil,"7,577","5,337"
1/01/2020,R2,Depreciation,Mexico,"2,473",2
1/02/2020,R2,Depreciation,Mexico,"2,473",2
1/03/2020,R2,Depreciation,Mexico,"2,473",2
1/04/2020,R2,Depreciation,Mexico,"2,473",2
1/05/2020,R2,Depreciation,Mexico,"2,473",2
1/06/2020,R2,Depreciation,Mexico,"2,473",150
1/07/2020,R2,Depreciation,Mexico,"2,473","4,920"
1/08/2020,R2,Depreciation,Mexico,"2,473","4,920"
1/09/2020,R2,Depreciation,Mexico,"2,473","4,920"
1/10/2020,R2,Depreciation,Mexico,"2,473","4,920"
1/11/2020,R2,Depreciation,Mexico,"2,473","4,920"
1/12/2020,R2,Depreciation,Mexico,"2,473","4,920"
1/01/2020,R2,Depreciation,United Kingdom,"34,907",220
1/02/2020,R2,Depreciation,United Kingdom,"34,907",227
1/03/2020,R2,Depreciation,United Kingdom,"34,907",156
1/04/2020,R2,Depreciation,United Kingdom,"34,907",156
1/05/2020,R2,Depreciation,United Kingdom,"34,907",162
1/06/2020,R2,Depreciation,United Kingdom,"34,907",160
1/07/2020,R2,Depreciation,United Kingdom,"34,907",180
1/08/2020,R2,Depreciation,United Kingdom,"34,907",180
1/09/2020,R2,Depreciation,United Kingdom,"34,907",180
1/10/2020,R2,Depreciation,United Kingdom,"35,207",180
1/11/2020,R2,Depreciation,United Kingdom,"35,207",180
1/12/2020,R2,Depreciation,United Kingdom,"35,207",180
1/01/2020,R2,Depreciation,USA,"467,463","87,104"
1/02/2020,R2,Depreciation,USA,"467,463","88,593"
1/03/2020,R2,Depreciation,USA,"467,463","89,153"
1/04/2020,R2,Depreciation,USA,"467,463","89,153"
1/05/2020,R2,Depreciation,USA,"467,463","89,153"
1/06/2020,R2,Depreciation,USA,"467,463","78,831"
